word,freq
publiques,26
fina,26
parlementaire,26
récemment,26
##tien,26
réseaux,26
##lles,26
gu,26
##uable,26
moderni,26
pers,26
existence,26
##forcement,26
via,26
##uc,26
conception,26
peuples,26
##fis,26
semaines,26
##érité,26
##issement,26
##bé,26
nationale,26
sim,26
avions,26
##plicit,26
choisi,26
##chi,26
##landais,26
ê,26
entendre,26
voix,26
jur,26
chaîne,26
all,26
eng,26
chances,26
réussi,26
content,26
##qués,26
bas,26
##quate,26
pai,26
mono,26
session,26
kin,26
##nock,26
bou,26
discussions,25
##liers,25
effort,25
##kan,25
aime,25
9,25
systèmes,25
##rco,25
dehors,25
train,25
15,25
20,25
12,25
##ato,25
progress,25
évoque,25
##ente,25
##dici,25
##mises,25
##2,25
affirme,25
##rd,25
décembre,25
acte,25
##cite,25
destinée,25
##olu,25
mont,25
date,25
##just,25
##ulte,25
capable,25
##onis,25
janvier,25
travers,25
total,25
peuple,25
pay,25
##quer,25
producteur,25
pri,25
##vori,25
payer,25
montrer,25
##dre,25
##cer,25
voiture,25
##cen,25
petit,25
terrain,25
message,25
##nte,25
soutenu,25
parties,25
refuse,25
passe,25
##lir,25
##nement,24
gra,24
porter,24
détaillé,24
nord,24
##tré,24
servir,24
##tifs,24
enquête,24
structures,24
##gil,24
##ili,24
ill,24
##tique,24
agenda,24
pression,24
populaire,24
mandat,24
transparent,24
##ira,24
ligne,24
rend,24
ig,24
anti,24
idées,24
##posant,24
relève,24
statut,24
##nale,24
royaume,24
civile,24
##mission,24
siècle,24
complète,24
urbain,24
##posés,24
besoins,24
envers,24
mobil,24
conscience,24
##ém,24
ja,24
intervenir,24
réaction,24
##quées,24
##qu,24
##entes,24
influence,24
sommet,24
prou,24
##sions,24
##pagne,24
reprise,24
##dence,24
mener,24
marque,24
##pla,24
reconnu,24
##ali,24
##7,24
réduit,24
##isé,23
partout,23
minimal,23
##us,23
##blement,23
##ond,23
##pense,23
professionnelle,23
origine,23
##agne,23
##nés,23
matériaux,23
matin,23
##roga,23
désormais,23
extension,23
allem,23
##ges,23
##aient,23
viens,23
##ves,23
##itaires,23
puisqu,23
80,23
rat,23
formes,23
diversi,23
##be,23
tol,23
##bation,23
réaliser,23
empêcher,23
##été,23
forces,23
exécution,23
armes,23
pp,23
poll,23
##rité,23
opération,23
##sante,23
transaction,23
##mark,23
##bie,23
frais,23
cherche,23
dane,23
50,23
voire,23
internationaux,23
majeure,23
sala,23
internes,22
niveaux,22
maintenir,22
##lém,22
communautés,22
laisser,22
socialiste,22
adres,22
it,22
##quel,22
##tent,22
banque,22
be,22
##cev,22
septembre,22
aménagement,22
##unit,22
##éraux,22
##tend,22
durée,22
violation,22
acquis,22
barn,22
##uté,22
##êtes,22
observations,22
élu,22
##ris,22
presse,22
mises,22
##imin,22
##isfaction,22
reconstruction,22
##èvement,22
##8,22
##uga,22
mots,22
##ces,22
##urance,22
formule,22
critiques,22
entra,22
##uant,22
##fs,22
##enne,22
apparaît,22
##uloir,22
ten,22
##mment,22
##ricu,22
capital,22
##ing,22
nu,22
##thi,22
tard,22
bat,22
##nant,22
mu,22
##m,22
cent,22
destiné,22
accident,22
##rog,22
presque,22
diverses,22
##ante,22
##eron,22
ras,22
menée,22
informe,22
dig,22
honor,22
centre,21
##issent,21
##ssent,21
##lte,21
ajo,21
profonde,21
hel,21
##amer,21
consacre,21
##pou,21
extra,21
##naie,21
##ence,21
##ki,21
introduction,21
pm,21
##ag,21
##ud,21
introduit,21
territoires,21
science,21
annonce,21
##antes,21
historique,21
sociétés,21
div,21
applicable,21
seconde,21
uns,21
principalement,21
donat,21
immigration,21
enceinte,21
##jet,21
suivre,21
##3,21
crée,21
##co,21
connaissance,21
##gali,21
th,21
man,21
chance,21
inn,21
##timi,21
laisse,21
ro,21
##sible,21
##nels,21
frontal,21
guerre,21
perspective,21
##anisme,21
##firmé,21
près,21
populations,21
vite,21
tribu,21
duquel,21
von,21
trait,21
argument,21
rencontre,21
##or,21
liés,21
##ib,21
permettent,21
fall,21
1996,21
##pati,21
##contre,21
moindre,21
britannique,21
##uée,21
mars,21
italien,21
répartition,21
prof,21
##ulation,21
limit,21
langen,21
8,20
locale,20
mène,20
##gau,20
##cito,20
réalisé,20
mi,20
##étique,20
chargé,20
##bl,20
effectuer,20
##yen,20
qualifié,20
##ig,20
exploitation,20
stade,20
##gion,20
tient,20
thèmes,20
disa,20
esti,20
faits,20
##rue,20
##vil,20
événements,20
volo,20
change,20
note,20
soir,20
impact,20
##ite,20
##gg,20
##ève,20
dite,20
##fique,20
étude,20
regard,20
net,20
ima,20
##fr,20
expériences,20
meilleures,20
solutions,20
déchets,20
probablement,20
##cus,20
indépendance,20
écart,20
portant,20
verbal,20
##nie,20
##entaire,20
habitants,20
similaire,20
##quant,20
##crire,20
etc,20
ut,20
##enz,20
##riés,20
mill,20
bateaux,20
reconnaissance,20
hab,20
devait,20
30,20
vai,20
25,20
présence,20
oral,20
##tron,20
##çons,20
futur,20
##lant,20
##naire,19
##mise,19
arguments,19
instance,19
report,19
syn,19
##vel,19
##ndre,19
noti,19
##gli,19
situations,19
coalition,19
##ulat,19
##ude,19
rom,19
zone,19
tendance,19
##éo,19
eau,19
##rti,19
lettre,19
tente,19
product,19
##iter,19
##nue,19
##gative,19
mo,19
##usé,19
##éro,19
appui,19
bro,19
phase,19
##érant,19
##nation,19
facile,19
thème,19
##isse,19
dix,19
chez,19
##rimi,19
obstacles,19
repose,19
##0,19
reprendre,19
##4,19
##nées,19
##nal,19
##pôt,19
ing,19
organiser,19
contient,19
wo,19
010,19
oppose,19
##ploy,19
##égre,19
perdu,19
connaît,19
##idi,19
départ,19
##tuelle,19
##nsi,19
##elle,19
marge,19
##vée,19
dy,19
##èrent,19
##vement,19
##quis,19
11,19
##ages,19
représentent,19
##ition,19
préparation,19
##vis,19
revient,19
présentent,18
##rna,18
gauche,18
commissions,18
pouvait,18
néerlandais,18
accidents,18
centres,18
neuf,18
##roe,18
joue,18
considéré,18
##dte,18
inte,18
derrière,18
construire,18
articles,18
seraient,18
lac,18
##cism,18
midi,18
##gie,18
1994,18
demi,18
id,18
concept,18
durant,18
sentiment,18
##mig,18
##jud,18
lancé,18
ancienne,18
##tur,18
##rri,18
da,18
##posée,18
cha,18
attaque,18
textes,18
navi,18
française,18
##ure,18
18,18
##istes,18
##vena,18
##da,18
##combe,18
socio,18
immédiatement,18
##oi,18
##ématique,18
##nies,18
palacio,18
##nes,18
##els,18
sixième,18
##quent,18
obtenu,18
##po,18
##oire,18
##kh,18
##ies,18
##eer,18
##éen,18
ample,18
limites,18
##atique,18
##mpa,18
systém,18
limitée,18
montré,18
fusion,17
##bet,17
quotidien,17
liens,17
quatrième,17
conseillers,17
##éal,17
collectivités,17
##pole,17
berg,17
##ist,17
##abo,17
##fère,17
flux,17
##ats,17
gas,17
peine,17
version,17
ouverte,17
chi,17
##mées,17
insula,17
causes,17
hasa,17
##lée,17
milliers,17
##mine,17
créé,17
plu,17
##entat,17
retire,17
e,17
asp,17
haute,17
conventions,17
géographique,17
##ivité,17
##uvo,17
bois,17
17,17
##nties,17
compter,17
##posées,17
complexe,17
milieu,17
connaître,17
alten,17
##dit,17
annoncé,17
vive,17
hon,17
##ppo,17
vaste,17
erreur,17
sec,17
##ille,17
supporter,17
##ö,17
continent,17
catégories,17
actual,17
##ciem,17
##itaire,17
pure,17
##lité,17
tech,17
agence,17
chargée,17
entrer,17
##passe,17
##ori,17
##jo,17
##tinent,17
##mp,17
##iers,17
pied,17
##éral,17
##fon,17
##vita,17
##ime,17
réseau,17
##pens,17
##rio,16
produire,16
serbe,16
for,16
ancho,16
liées,16
##rivé,16
police,16
##uch,16
##dique,16
##roa,16
proche,16
1995,16
tonnes,16
scientifique,16
##tente,16
événement,16
81,16
##ières,16
##parer,16
mena,16
##més,16
##1,16
##sme,16
##vez,16
##ï,16
vivent,16
petits,16
##inaire,16
##lés,16
partis,16
