word,freq
équilibre,334
livre,334
monétaire,334
national,333
fournir,333
élections,333
liste,332
sérieux,332
certaine,332
tourisme,331
conclusion,330
plupart,330
jours,330
mener,330
considère,330
passe,330
petites,329
direction,329
auquel,328
celle-ci,328
savez,328
techniques,327
avions,327
vis-à-vis,326
permet,326
mêmes,325
valeur,323
fonction,322
pose,321
immigration,321
pleinement,321
examen,321
harmonisation,321
aérien,321
choix,320
publics,320
ligne,320
comprendre,320
crise,320
investissements,320
traite,319
amsterdam,319
déclaré,318
excellent,318
respecter,318
puis,318
faudrait,317
faudra,317
vise,316
15,316
directement,315
définition,315
favorable,314
construction,313
20,313
élaboration,313
6,313
10,312
conflits,312
pratiques,312
pauvreté,312
statut,312
prévoit,312
espérons,311
yeux,311
donne,311
pourraient,311
montre,311
nord,311
responsabilités,310
technologies,310
fond,310
peine,310
balkans,309
réformes,309
aborder,309
relatif,309
charge,308
dimension,308
mission,308
absence,308
documents,307
prochaine,307
peuples,307
derniers,306
allons,306
00,306
chômage,306
besoins,305
partis,305
consommateur,305
responsables,304
importe,304
souligné,304
humains,303
graves,303
clos,303
partenaires,302
régionale,302
populations,301
12,301
obligation,300
ajouter,298
actuel,298
présence,297
intervenir,297
parle,296
disposition,296
thème,296
forces,295
expérience,295
suffisamment,294
conséquence,294
contribuer,294
renforcement,294
train,294
déclarations,293
7,292
conclure,292
résoudre,291
communes,291
chine,291
libertés,290
finalement,290
exploitation,290
suivre,290
examiner,289
session,288
réseaux,288
contrôles,287
étrangère,287
traiter,287
justement,287
royaume-uni,286
cur,286
discussions,286
chez,286
positif,286
matin,285
veulent,285
consiste,285
administration,285
impact,284
suède,284
pauvres,284
crédits,283
spécifiques,283
délégation,283
poser,283
représentant,283
m,283
accorder,283
2001,282
dix,282
faisant,282
parlé,282
entrée,281
aient,281
prodi,281
aspect,281
suivi,281
positive,280
solidarité,280
compétence,280
modification,280
animaux,279
cohérence,279
celui-ci,278
pression,277
auprès,277
dispose,277
autorité,277
attendre,277
otan,277
appel,277
retard,276
internationales,276
nationale,276
reçu,276
préoccupations,275
permis,274
permettra,274
interdiction,274
récemment,274
réseau,274
promotion,273
devront,273
actes,273
lutter,273
feira,272
concrètes,272
ouverture,271
débats,271
pourrons,271
république,270
particulière,270
forte,270
suivante,269
pollution,269
époque,269
fonctionnaires,269
travers,268
installations,268
viande,268
supplémentaires,268
genre,267
spécifique,267
prévu,267
allemagne,267
conciliation,266
entendre,266
encourager,266
votes,266
conflit,266
élevé,265
jouer,265
condition,265
criminalité,265
irlande,265
faits,265
nucléaire,264
niveaux,264
souhaiterais,264
électronique,264
tâche,263
mondial,263
plans,263
fondamental,262
garantie,262
reprises,262
bruxelles,262
faisons,262
nº,262
engagements,262
analyse,261
exécution,261
etc.,261
violence,260
décembre,260
soumis,260
envers,260
utile,259
juridiques,259
voix,259
maintenir,259
français,259
11,259
dossier,258
faite,258
meilleur,257
presque,257
défendre,257
parlementaires,256
publiques,256
militaire,256
orientations,256
changement,255
solutions,255
avaient,254
quinze,254
réjouis,254
tard,254
perspectives,253
monnaie,252
jusqu,252
conscience,251
insister,251
délai,251
mer,251
britannique,250
proposer,250
critique,250
concernés,250
mal,249
échelle,248
disposons,248
liés,248
pourront,248
agricoles,248
militaires,247
prochain,247
juin,247
recommandation,247
partenariat,247
inacceptable,246
soi,246
situations,246
rural,246
eaux,246
avancer,246
laisser,246
démocratiques,245
penser,245
milliards,245
structures,245
offre,245
critiques,244
supplémentaire,243
globale,243
presse,242
remarques,242
atteint,242
mérite,242
reconnaître,241
participer,241
mai,241
police,241
augmenter,240
humaine,240
institution,240
sociétés,240
30,240
introduction,239
adoptée,239
sujets,239
six,239
désormais,239
date,238
véhicules,238
recours,238
armes,237
petits,237
devenir,237
encontre,237
histoire,236
formes,236
mort,236
continue,236
empêcher,236
1997,236
environnementale,236
dis,236
strasbourg,235
changements,234
compétitivité,234
substances,233
profit,233
limites,233
existence,233
moi-même,233
discuter,233
ong,233
établissement,232
honorable,232
maintien,232
largement,232
50,232
subsidiarité,231
montant,231
étude,230
vais,230
chocolat,230
combien,230
disposer,230
prochaines,230
implique,230
vite,230
seraient,229
communautés,229
observatoire,229
13,229
effort,228
famille,228
marchandises,228
van,228
stade,228
matières,227
loi,227
perspective,227
reconnaissance,227
médias,227
interventions,227
adopte,226
scientifiques,226
réaliser,226
citoyen,226
signaler,225
fasse,225
imposer,224
phase,223
idées,223
bonnes,223
est-ce,222
mot,222
évidence,222
elle-même,221
réalisation,221
définir,221
engager,221
autrement,221
humanitaire,221
consommation,221
étrangères,221
extérieur,221
verts,221
constitution,220
coût,220
parlons,220
fer,220
humain,220
délais,220
ceux-ci,219
blanc,219
mars,219
souhaitons,219
négociation,219
auxquels,219
acte,218
introduire,218
lettre,218
procès-verbal,218
demandons,217
locales,217
défi,217
lui-même,217
14,217
catastrophe,217
remarque,217
réflexion,216
rester,216
viens,216
semaines,216
helsinki,216
télévision,216
plénière,216
probablement,215
événements,215
menace,215
approbation,215
oublier,215
totale,215
êtres,214
durant,214
unanimité,214
fraude,214
logique,214
fondamentales,213
patten,213
obligations,213
réalisé,213
janvier,213
route,212
danger,212
erreur,212
prend,212
message,212
entièrement,212
législative,212
acp,212
plein,211
quels,211
assistance,211
minorités,211
suffit,211
personnellement,211
omc,210
enquête,210
accent,210
soir,209
montrer,209
divers,209
est-il,209
fera,209
association,209
arriver,209
discours,209
attirer,208
terrain,208
modifier,208
faites,208
nouvel,207
scientifique,207
agissant,207
aurons,207
exige,207
troisièmement,207
estimons,207
8,207
expression,207
devait,206
total,206
met,206
investissement,206
législatif,206
tirer,205
populaire,205
diversité,205
méthode,205
tient,205
concernent,203
capitaux,203
campagne,203
résolutions,203
usage,203
intérieures,203
recommandations,203
demandes,202
auront,202
global,202
espagne,202
cig,201
faible,200
règlements,200
9,200
décider,200
fortement,200
parfaitement,200
considérer,200
instant,200
octroi,199
25,199
impose,199
court,199
impression,199
internationaux,199
heureux,199
seuls,199
centre,198
longue,198
échange,197
écologique,197
com,197
langues,197
constate,197
navires,197
experts,197
réaction,196
mécanismes,195
soutiens,195
envisager,195
invite,195
revient,195
limiter,195
budgétaires,195
fins,195
limite,195
judiciaire,194
siècle,194
précis,194
calendrier,194
amérique,194
diverses,194
rappelle,193
différence,193
approuver,193
chiffres,193
souligne,193
impossible,193
approuvé,192
modifications,192
intégrer,192
alcool,192
italie,192
oui,192
environ,192
principalement,192
étiquetage,192
note,192
chemin,191
moindre,191
meilleures,191
voire,191
agenda,191
constituer,191
positions,191
raisonnable,190
russie,190
efficaces,190
exprimé,190
existent,189
dette,189
vouloir,189
complexe,189
inquiétude,189
coup,189
puissions,189
études,189
budgets,188
expliquer,188
pouvoirs,188
environnementales,188
structure,188
bce,188
représentent,187
méthodes,187
liées,187
préoccupation,187
précédent,187
regrette,187
opposition,187
milliers,187
aimerais,187
irak,187
revenir,186
revenus,186
reprise,186
départ,186
final,186
acquis,186
jeu,185
servir,185
mandat,185
évoqué,185
bureau,185
prêts,184
crises,184
reconstruction,184
moyennes,183
infrastructures,183
garanties,183
précise,183
septembre,183
subventions,183
accidents,182
dangereux,182
soutenons,182
payer,182
connaît,182
télécommunications,182
comprends,182
motion,182
portant,181
annuel,181
réponses,181
organisée,181
présidents,181
accompli,181
essentiels,180
réelle,180
lumière,180
porter,180
commissaires,180
essentielle,179
mondialisation,179
organismes,179
capital,179
soutient,179
précaution,178
défis,178
concernées,178
exclusion,178
mots,178
essentiellement,178
assumer,178
cent,178
paraît,178
préparation,177
avril,177
régionales,177
flexibilité,177
émissions,177
ppe,177
efficacement,177
petit,176
réglementations,176
acteurs,176
violation,176
arrive,176
eux-mêmes,175
premières,175
principaux,175
confrontés,175
changer,175
pme,175
frais,175
extérieure,175
permettent,175
salue,175
18,175
contient,174
inclure,174
immédiatement,174
consultation,174
nucléaires,174
mises,173
pouvait,173
préparer,173
surveillance,173
finlande,173
devrons,172
violations,172
règle,172
convaincu,172
précédente,171
quotas,171
femme,171
40,171
phénomène,171
opérations,171
orientation,171
vendredi,171
culturelle,171
complète,170
appui,170
enseignement,170
extérieures,170
vaut,170
attendons,170
médiateur,169
disponibles,169
orateurs,169
patrimoine,169
danemark,169
chance,169
concept,169
exception,169
conventions,168
déterminer,168
ferroviaire,168
connaître,168
terminer,168
zimbabwe,168
socialistes,168
contrôler,168
compagnies,168
via,167
présentée,167
1er,167
adresser,167
différences,167
...,166
financer,166
parlements,166
sérieusement,166
auraient,166
lois,166
réserve,166
supprimer,166
xénophobie,166
seconde,166
socialiste,165
familles,165
conduite,165
chefs,165
poids,165
exportation,165
exactement,165
chances,165
effectuer,165
avantages,164
diminution,164
proposée,164
vois,163
influence,163
favoriser,163
âge,163
relation,163
auxquelles,163
juillet,163
olaf,163
utilisé,163
durée,163
organes,163
cesse,163
facile,163
entrer,163
énorme,162
relever,162
connu,162
destinés,162
technologie,162
historique,162
concrètement,162
consensus,162
déposé,162
évaluer,162
insiste,162
vision,162
répartition,162
onu,161
bénéficier,161
urgent,161
inquiétudes,161
directrices,161
interne,161
étape,161
voulu,160
future,160
énergies,160
terrorisme,160
combattre,160
vivre,160
lancer,160
source,160
approuve,160
rapporteurs,160
trouvent,160
maritime,159
dehors,159
partout,159
pied,159
pourrions,159
rendu,159
réfléchir,159
gauche,159
ressortissants,159
renouvelables,159
missions,159
adéquate,159
esb,158
champ,158
aboutir,158
mauvaise,158
premiers,158
générales,158
obligatoire,158
élaborer,158
image,158
adapter,157
retards,157
israël,157
êtes,157
avais,157
établi,157
poste,157
correctement,157
distribution,156
ampleur,156
principal,156
fixer,156
débattre,156
convergence,156
exercer,156
continent,156
viennent,156
a-t-il,155
américains,155
reprendre,155
suppression,155
codécision,155
celles-ci,155
échanges,154
circonstances,154
montré,154
pacte,154
vaste,154
offrir,154
entend,154
tôt,154
chypre,154
touche,154
1996,153
préciser,153
fondamentale,153
clonage,153
actuels,153
répète,153
dangereuses,153
février,153
lien,153
tâches,153
protocole,153
postes,153
vivement,153
écoles,152
poursuite,152
soutenu,152
ports,152
suppose,152
novembre,152
office,151
remarquer,151
double,151
informer,151
réserves,151
obtenu,150
suédois,150
fais,150
humaines,150
nice,150
textes,149
évoquer,149
ressort,149
applaudissements,149
essayer,149
relativement,149
exemples,149
produire,149
prévue,149
second,149
17,149
méditerranée,148
réunions,148
proposés,148
adresse,148
ouverte,148
régional,148
types,148
accepté,148
utilisés,148
petite,148
portée,148
portugal,147
moitié,147
forêts,147
proposées,147
commissions,147
travaillent,147
privé,147
paiement,147
espoir,147
présents,147
dignité,146
exiger,146
aurions,146
chemins,146
concentrer,146
identité,145
indiqué,145
24,145
qualifiée,145
stratégique,145
autrichien,145
semblent,145
thèmes,144
octobre,144
articles,144
présentation,144
dirigeants,144
liée,144
contribué,144
lait,143
accueil,143
difficiles,143
satisfaction,143
apparaît,143
obstacles,143
observations,143
élevés,143
code,143
leader,143
alimentation,143
véritablement,143
faciliter,143
applique,143
revêt,143
catégorie,143
serbie,142
îles,142
signal,142
ouvert,142
considérable,142
facteur,142
causes,142
mode,142
indépendance,142
meda,142
énormes,142
langue,142
culturel,141
futur,141
hors,141
renforcée,141
assurance,141
maladie,141
ogm,141
arguments,141
ayons,140
unité,140
croire,140
connaissons,140
définitive,140
passage,140
exposé,140
nuit,140
répéter,140
accepte,140
britanniques,140
détriment,140
profiter,140
bref,140
apporte,140
vivent,140
16,139
existants,139
soyons,139
affirmer,139
intéressant,139
étendre,139
luxembourg,139
distance,139
prononcer,139
acceptable,139
menées,138
préserver,138
trouvé,138
proche,138
visite,138
sentiment,138
régler,138
considérables,138
alimentaires,138
voitures,138
atteinte,138
dépit,137
donnée,137
paquet,137
figure,137
extension,137
principales,137
crédibilité,137
écrit,137
tour,137
vertu,137
marge,137
derrière,137
habitants,137
considérons,136
complètement,136
réel,136
accroître,136
économies,136
détails,136
organiser,136
taxe,136
locaux,136
problématique,136
brièvement,136
souci,136
genève,136
fondée,136
suivant,136
relève,135
restent,135
haute,135
bruit,135
expériences,135
grande-bretagne,135
potentiel,135
tendance,135
minimum,134
plaisir,134
consacré,134
milieu,134
progresser,134
relatifs,134
profondément,134
aurais,134
concrets,134
pays-bas,133
ambitieux,133
voisins,133
brevet,133
exigence,133
agence,133
dispositif,133
inscrit,133
hémicycle,133
catastrophes,133
cacao,133
tampere,133
abus,133
duquel,133
suédoise,132
destinées,132
immigrés,132
tandis,132
effectué,132
environnementaux,132
air,132
disposent,132
sensible,132
capacités,132
administratives,132
bout,132
incombe,132
mentionné,132
revanche,132
bas,131
lorsqu,131
tribunal,131
fonctionne,131
introduit,131
libéraux,131
visent,131
respecte,131
entamer,131
gérer,131
echo,131
catégories,131
prévoir,131
puisqu&apos;,131
abordé,131
directe,131
considéré,131
prennent,130
provenance,130
créé,130
contradiction,130
bases,130
provenant,130
législatives,130
réalisés,130
chef,130
attaquer,130
commentaires,130
prévues,130
sources,130
trait,130
conception,130
majeure,130
orateur,129
dépend,129
régulièrement,129
palacio,129
reconnu,129
possibles,129
claires,129
active,129
âgées,129
interprétation,129
80,129
opportun,129
transfert,129
constaté,129
remettre,129
retraités,129
agissait,129
commerciales,129
justifier,128
hauteur,128
aéroports,128
députée,128
statistiques,128
maximum,128
pénal,128
existantes,128
tenter,128
actualité,128
demandeurs,128
prie,128
pétrole,128
différente,128
professionnelle,128
21,128
favorables,128
éventuellement,127
corps,127
faute,127
réagir,127
indépendants,127
communs,127
cohérente,127
2002,127
interdire,126
extrême,126
législations,126
secrétaire,126
demeure,126
sept,126
cher,126
numérique,126
fixé,126
parvenus,126
enfant,126
paroles,126
conduit,125
terre,125
conservation,125
berlin,125
comporte,125
séjour,125
soumettre,125
prenons,125
régimes,125
entière,125
ancien,124
tellement,124
commencé,124
préalable,124
lié,124
étroite,124
menée,124
comportement,124
brevets,124
formuler,123
citer,123
prête,123
courage,123
déclare,123
prévenir,123
gouvernementales,123
internes,123
mené,123
conscients,123
dégâts,123
concitoyens,123
incinération,122
mécanisme,122
démarche,122
hélas,122
19,122
fiscale,122
solana,122
somme,122
libéral,122
serons,122
manifestement,122
explication,122
entier,122
rend,122
sincèrement,122
apprendre,122
ethnique,122
version,122
purement,121
pêcheurs,121
motifs,121
concrète,121
interreg,121
facteurs,121
retour,121
souhait,121
voit,121
démocrates,121
dirais,121
courte,120
tchétchénie,120
déposés,120
droite,120
uranium,120
attend,120
généralement,120
faibles,120
portent,120
quelconque,120
souhaitent,120
contribue,120
pétitions,120
environnemental,120
modernisation,120
meilleurs,120
fut,119
adoptées,119
change,119
indique,119
quatorze,119
posé,119
positifs,119
communications,119
repris,119
mettent,119
restrictions,118
autour,118
opérateurs,118
présentées,118
continuent,118
clairs,118
électricité,118
joue,118
conforme,118
retraite,118
auteur,118
capable,118
après-midi,118
actuelles,118
avancées,118
formulation,118
souhaitable,118
main,117
construire,117
pouvant,117
tunisie,117
innovation,117
demandent,117
signalé,117
principale,117
additifs,117
instaurer,117
extraordinaire,117
mouvement,116
occupe,116
trouvons,116
opinions,116
adaptation,116
fonctionner,116
mention,116
souveraineté,116
discriminations,116
technologique,116
particuliers,116
essentielles,116
permettrait,116
pleine,116
paiements,116
conserver,116
formulées,115
améliorations,115
indiquer,115
jeunesse,115
auparavant,115
orientale,115
saluer,115
ancienne,115
pouvez,115
additionnalité,115
clarté,115
structurelles,115
accorde,115
apporté,115
considérablement,115
organe,115
lacunes,115
instances,115
devient,114
réduit,114
sites,114
ouvrir,114
voudrions,114
agisse,114
programmation,114
pilier,114
enceinte,114
tenant,114
cultures,114
taille,114
exprime,114
laisse,114
alliance,113
présentés,113
donateurs,113
1995,113
vérité,113
ferme,113
centres,113
dommages,113
voulais,113
soulevé,113
vitesse,113
élargir,113
jeudi,113
crée,113
civils,113
gaz,113
notion,113
ville,113
cee,112
dites,112
difficulté,112
capables,112
concret,112
tenue,112
satisfaire,112
garder,112
exprimées,112
transformation,112
détail,111
exclusivement,111
bientôt,111
défaut,111
organisé,111
lire,111
prévus,111
satisfait,111
montrent,111
imposent,111
rurales,111
basque,111
recevoir,111
avère,110
bilan,110
tests,110
envoyer,110
levée,110
remplacer,110
prêt,110
véritables,110
sida,110
rejette,110
riches,110
pénale,109
ferroviaires,109
inutile,109
choisir,109
répondu,109
alternative,109
maroc,109
pacifique,109
contrats,109
60,109
allemand,109
bovine,109
territoires,109
refus,109
étais,109
revenu,109
diminuer,109
connaissances,109
légitime,109
28,109
engagé,109
suivantes,109
transition,109
élimination,108
combat,108
23,108
confirmer,108
africains,108
100,108
phtalates,108
cos,108
revoir,108
développements,108
mauvais,108
comprend,108
médecins,108
eurodac,108
soins,108
pension,108
autorisation,108
considérations,108
danois,108
appropriée,107
soumise,107
procès,107
excellente,107
fiscalité,107
participé,107
détermination,107
engagés,107
espagnol,107
cite,107
belgique,107
associations,107
limité,107
envisage,107
cigarettes,106
échec,106
régionaux,106
activement,106
réside,106
quantité,106
degré,106
voici,106
appliquée,106
